Twin_Timestamp,Node_ID,Node_Type,Product_ID,Inventory_Level,Safety_Stock,Days_of_Cover,Inventory_Status,Supplier_Status,Shipment_Status,Current_Demand,Expected_Demand,Current_Lead_Time,Expected_Lead_Time,Route_Status,Disruption_Status
2026-08-30T06:00:00+05:30,F01,Factory,P008,280,28,15.56,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P002,761,92,33.09,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P011,437,83,13.66,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P010,119,27,1.86,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P007,215,42,2.83,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P003,768,125,7.25,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P001,265,60,9.81,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P002,637,75,16.33,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P009,213,31,5.92,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P004,545,82,77.86,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P008,351,48,18.47,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P006,155,59,1.76,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P014,487,67,81.17,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P014,142,31,14.2,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P012,479,48,68.43,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P015,90,15,30.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P011,217,37,19.73,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P010,463,78,11.29,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P013,270,50,33.75,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P001,205,35,25.62,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P002,256,51,11.13,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P008,339,83,3.77,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P003,872,97,218.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P007,327,67,46.71,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P004,1115,169,19.22,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P006,384,73,7.11,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P009,416,135,1.7,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P005,892,102,29.73,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P013,65,12,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P012,183,24,12.2,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P006,316,56,24.31,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P005,180,19,36.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P013,377,45,20.94,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P007,616,95,34.22,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P004,166,20,41.5,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P008,365,66,18.25,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P014,224,33,14.93,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P003,178,28,12.71,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P002,229,54,1.67,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P001,864,154,6.08,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P010,307,51,76.75,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P001,410,61,45.56,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P011,137,31,7.21,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P015,309,40,38.62,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W04,Warehouse,P009,279,48,39.86,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P012,378,69,34.36,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P006,84,27,28.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P012,439,95,12.19,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P008,422,63,10.55,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P003,751,117,26.82,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P010,207,28,29.57,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P004,1246,129,415.33,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P009,271,49,5.11,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P006,322,41,35.78,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P005,397,53,8.82,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P008,152,21,10.86,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P011,204,27,51.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P006,874,154,11.21,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P007,598,139,23.0,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P006,46,13,2.56,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P008,360,69,1.91,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P005,67,15,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P009,288,83,11.08,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P004,120,23,15.0,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P009,152,30,2.92,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P010,613,120,1.64,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P007,130,17,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P003,271,42,12.9,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P002,1708,172,9.54,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P001,869,145,5.72,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P006,261,53,9.32,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P009,1348,173,269.6,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P005,304,64,13.22,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P010,334,46,6.82,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P004,135,23,33.75,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P011,274,36,2.98,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P007,186,31,9.79,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P003,196,39,32.67,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P012,93,23,10.33,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P012,137,24,2.98,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P013,93,16,6.2,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P007,447,63,20.32,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P001,84,16,21.0,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P014,274,39,274.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P015,346,47,14.42,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P015,479,51,239.5,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P014,603,86,2.56,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P013,444,58,44.4,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P002,128,25,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P011,86,10,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P002,174,27,17.4,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P012,226,44,8.69,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P007,467,74,4.81,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P005,160,34,4.57,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P011,516,94,64.5,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P008,1187,132,62.47,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P004,266,42,3.5,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P009,428,59,23.78,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P003,301,40,60.2,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P010,351,52,8.36,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P006,1014,141,19.5,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P002,263,64,10.52,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P011,327,43,3.72,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P001,137,19,10.54,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P012,251,44,19.31,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P015,432,58,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P013,255,51,5.0,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P014,351,45,18.47,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P014,285,38,999.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F01,Factory,P013,541,89,18.03,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P003,307,45,27.91,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P007,463,63,14.94,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P005,264,37,44.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P008,297,38,22.85,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P005,527,66,4.66,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F03,Factory,P001,131,29,1.9,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P013,162,21,10.12,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P015,779,84,77.9,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P014,52,11,7.43,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P014,160,29,40.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W02,Warehouse,P015,215,23,107.5,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P013,217,28,10.33,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P012,650,83,16.67,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P001,996,152,16.06,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P010,197,20,197.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P011,213,43,5.61,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P002,461,72,2.62,CRITICAL,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W05,Warehouse,P005,400,67,50.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P010,116,14,12.89,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P003,801,110,13.35,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F02,Factory,P009,247,48,7.48,HIGH,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W01,Warehouse,P004,230,33,230.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P004,578,148,57.8,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,W03,Warehouse,P015,222,29,74.0,LOW,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,F04,Factory,P015,170,35,14.17,MEDIUM,,,0,0.0,0,0,,NONE
2026-08-30T06:00:00+05:30,S001,Supplier,P007,0,0,0.0,,ONLINE,,0,0.0,2,2,,NONE
2026-08-30T06:00:00+05:30,S001,Supplier,P005,0,0,0.0,,ONLINE,,0,0.0,6,6,,NONE
2026-08-30T06:00:00+05:30,S001,Supplier,P006,0,0,0.0,,ONLINE,,0,0.0,5,5,,NONE
2026-08-30T06:00:00+05:30,S002,Supplier,P009,0,0,0.0,,ONLINE,,0,0.0,3,3,,NONE
2026-08-30T06:00:00+05:30,S002,Supplier,P010,0,0,0.0,,ONLINE,,0,0.0,8,8,,NONE
